REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RT0223874	DISTRIBUTOR	THRIFTY PAYLESS INC	null	DBA WOODLAND DISTRIBUTION CTR	1755 EAST BEAMER STREET	WOODLAND	CA	95776	YOLO	BT5184712	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5420	208 WEST IRONWOOD DRIVE	null	COEUR D'ALENE	ID	83814	KOOTENAI	S	9193	00603389021	HYDROCODONE	2.0	null	null	null	null	null	01102012	0.6054	200.0	4156	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Thrifty Payless Inc	5.0
RW0236009	DISTRIBUTOR	CARDINAL HEALTH	null	3238 DWIGHT RD	null	ELK GROVE	CA	95758	SACRAMENTO	BT0882705	RETAIL PHARMACY	TUTTLE'S HOEN PHARMACY	null	4731 HOEN AVENUE	null	SANTA ROSA	CA	95405	SONOMA	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	08212012	1.5135	500.0	1208035132	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW9728570	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 09281	5956 CENTRE AVENUE	null	PITTSBURGH	PA	15206	ALLEGHENY	S	9143	00228287911	OXYCODONE	1.0	null	null	120754014	null	null	05232012	2.6895	100.0	235844	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
RA0363301	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	120 TRANS AIR DRIVE	null	MORRISVILLE	NC	27560	WAKE	FF0246036	RETAIL PHARMACY	FRED'S PHARMACY # 1606	null	1521 JEFFERSON DAVIS HWY.	null	CAMDEN	SC	29020	KERSHAW	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	null	08172012	3.0269999999999997	500.0	17707	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RM0328408	DISTRIBUTOR	MCKESSON CORPORATION	null	3301 POLLOK DRIVE	null	CONROE	TX	77303	MONTGOMERY	BC5276250	CHAIN PHARMACY	LOUISIANA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 05323	3001 E. TEXAS ST.	null	BOSSIER CITY	LA	71111	BOSSIER	S	9143	00591093201	OXYCODONE	10.0	null	null	123803916	null	null	10152012	8.965	1000.0	1210034022	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BP5875262	CHAIN PHARMACY	PUBLIX PHARMACY	PUBLIX PHARMACY #0647	1100 HAMMOND DR NE STE 300	null	SANDY SPRINGS	GA	30328	FULTON	S	9143	00591093201	OXYCODONE	1.0	null	null	12X000041	null	null	08092012	0.8965	100.0	1208044402	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	AR5743833	CHAIN PHARMACY	RITE AID OF PENNSYLVANIA, INC.	RITE AID #819	340 EAST HIGH STREET	null	POTTSTOWN	PA	19464	MONTGOMERY	S	9193	00603388721	HYDROCODONE	6.0	null	null	null	null	null	12062012	3.6324	600.0	9089	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Rite Aid	10.0
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BW7970242	CHAIN PHARMACY	WAL-MART PHARMACY 10-5041	null	19205 SR 410 EAST	null	BONNEY LAKE	WA	98391	PIERCE	S	9143	00228287911	OXYCODONE	1.0	null	null	123477025	null	null	11072012	2.6895	100.0	1211076570	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Wal-Mart	30.0
RA0314562	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	6305 LASALLE DR	null	LOCKBOURNE	OH	43137	FRANKLIN	BG6981915	RETAIL PHARMACY	GAHM'S PHARMACY II	null	1565 GALENA PIKE	null	WEST PORTSMOUTH	OH	45663	SCIOTO	S	9143	00603499221	OXYCODONE	1.0	null	null	12X000279	null	null	04242012	2.6895	100.0	36655	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	30.0
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5419545	CHAIN PHARMACY	WAL-MART PHARMACY 10-2213	null	3270 TELEGRAPH RD	null	ST LOUIS	MO	63125	SAINT LOUIS	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	null	08082012	0.6054	100.0	1208027221	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	10.0
RA0363301	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	120 TRANS AIR DRIVE	null	MORRISVILLE	NC	27560	WAKE	FS1115509	RETAIL PHARMACY	NOVANT HEALTH PHARMACY SERVICES LLC	DBA: NOVANT HEALTH PHARMACY	105 VEST MILL ROAD	null	WINSTON SALEM	NC	27103	FORSYTH	S	9143	00406052301	OXYCODONE	4.0	null	null	12X000523	null	null	12212012	3.5860000000000003	400.0	22908	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	10.0
RW0216449	DISTRIBUTOR	CARDINAL HEALTH	null	27680 AVENUE MENTRY	null	VALENCIA	CA	91355	LOS ANGELES	BH2113013	RETAIL PHARMACY	HOLY CROSS PHARMACY	null	11550 INDIAN HILLS ROAD	130	MISSION HILLS	CA	91345	LOS ANGELES	S	9193	53746010905	HYDROCODONE	1.0	null	null	null	null	null	09112012	1.5135	500.0	1209012871	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Cardinal Health	5.0
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	BR3676888	CHAIN PHARMACY	RITE AID OF KENTUCKY, INC.	RITE AID #3566	1000 BYPASS SOUTH	null	LAWRENCEBURG	KY	40342	ANDERSON	S	9193	00406035801	HYDROCODONE	15.0	null	null	null	null	null	02152012	6.81075	1500.0	23741	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Rite Aid	7.5
RO0153609	DISTRIBUTOR	CARDINAL HEALTH	null	71 MIL-ACRES DR	null	WHEELING	WV	26003	OHIO	BK0293059	CHAIN PHARMACY	KROGER PHARMACY #014441	null	3420 TOWNE BLVD	null	MIDDLETOWN	OH	45005	WARREN	S	9143	10702001801	OXYCODONE	1.0	null	null	122895700	null	null	08152012	0.44825	100.0	1208060427	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Cardinal Health	5.0
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	BW3568283	CHAIN PHARMACY	WALGREEN LOUISIANA CO., INC.	DBA: WALGREENS # 02919	1106 N MARTIN L KING	null	LAKE CHARLES	LA	70601	CALCASIEU	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	02012012	1.5135	500.0	2628	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
PN0033857	DISTRIBUTOR	N C MUTUAL WHOLESALE DRUG CO	null	816 ELLIS RD	null	DURHAM	NC	27703	DURHAM	AH3205312	RETAIL PHARMACY	MAST FAMILY DRUG CENTER	null	501 CHESTNUT ST S	null	HENDERSON	NC	27536	VANCE	S	9143	59011042010	OXYCODONE	1.0	null	null	12X277871	null	null	08262012	1.7930000000000001	100.0	34447	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	N C Mutual Wholesale Drug Co	20.0
PM0022929	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9700 SW COMMERCE CIRCLE	WILSONVILLE	OR	97070	CLACKAMAS	BC5209689	CHAIN PHARMACY	COSTCO WHOLESALE CORPORATION	null	DBA COSTCO PHARMACY #97	13130 SE 84TH AVENUE	CLACKAMAS	OR	97015	CLACKAMAS	S	9193	00406036701	HYDROCODONE	3.0	null	null	null	null	null	09042012	1.8162	300.0	1209009226	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
PM0020850	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9 AEGEAN DR	METHUEN	MA	1844	ESSEX	BN2965563	RETAIL PHARMACY	NANTASKET PHAMACY INC	null	480 NANTASKET AVE	null	HULL	MA	2045	PLYMOUTH	S	9143	00228287811	OXYCODONE	2.0	null	null	12X000316	null	null	12212012	2.6895	200.0	1212004358	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15.0
PM0000771	DISTRIBUTOR	MCKESSON CORPORATION	null	1515 KENDRICK LANE	null	LAKELAND	FL	33805	POLK	BP3618278	CHAIN PHARMACY	PUBLIX PHARMACY #0448	null	6031 CYPRESS GARDENS BLVD	null	WINTER HAVEN	FL	33884	POLK	S	9143	47781023001	OXYCODONE	2.0	null	null	12X000070	null	null	10172012	1.7930000000000001	200.0	1210060978	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	Alvogen, Inc.	Alvogen, Inc.	McKesson Corporation	10.0
RA0336924	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP.	null	5100 JAINDL BLVD.	null	BETHLEHEM	PA	18017	NORTHAMPTON	AH0658471	RETAIL PHARMACY	HAZLET PHARMACY INC	null	2874 HIGHWAY 35 SOUTH	null	HAZLET	NJ	7730	MONMOUTH	S	9193	00591051701	HYDROCODONE	1.0	null	null	null	null	null	12212012	0.6054	100.0	19997	HYDROCODONE BITARTRATE & ACETA 10MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
PS0001723	DISTRIBUTOR	SMITH DRUG COMPANY	null	DIVISION JM SMITH CORP	9098 FAIRFOREST ROAD	SPARTANBURG	SC	29301	SPARTANBURG	AP6957332	RETAIL PHARMACY	PRESCRIPTION SHOPPE	null	200 WEST GORDON ST	null	CORBIN	KY	40701	WHITLEY	S	9193	00603388821	HYDROCODONE	1.0	null	null	null	null	null	06122012	0.6054	100.0	1206015130	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Smith Drug Company	10.0
RV0436596	DISTRIBUTOR	VALLEY WHOLESALE DRUG CO, INC.	null	1401 WEST FREMONT STREET	null	STOCKTON	CA	95203	SAN JOAQUIN	BO8269866	RETAIL PHARMACY	ONE-STOP	null	1040 COLUSA AVENUE	null	YUBA CITY	CA	95991	SUTTER	S	9193	00603388732	HYDROCODONE	1.0	null	null	null	null	null	11192012	6.053999999999999	1000.0	2849	HYDROCODONE BIT./ACETA 10MG/325MG TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Valley Wholesale Drug Co	10.0
RC0333524	DISTRIBUTOR	CARDINAL HEALTH	null	13651 DUBLIN CT	null	STAFFORD	TX	77477	FORT BEND	BT2602729	RETAIL PHARMACY	THE MEDICINE SHOPPE	null	1010 WEST BLUFF	null	WOODVILLE	TX	75979	TYLER	S	9193	53746011005	HYDROCODONE	1.0	null	null	null	null	null	08132012	3.0269999999999997	500.0	1208007451	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Cardinal Health	10.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	FW1183336	CHAIN PHARMACY	WALGREEN CO	DBA: WALGREENS #13128	800 SWIFT BLVD SUITE 160	null	RICHLAND	WA	99352	BENTON	S	9143	00591074905	OXYCODONE	1.0	null	null	124986424	null	null	10312012	2.24125	500.0	138740	OXYCODONE HYDROCHLORIDE 5MG&ACETAMIN	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RW0395221	DISTRIBUTOR	WINN DIXIE LOGISTICS, INC.	WINN DIXIE PHARMACY WAREHOUSE #9002	5050 EDGEWOOD COURT, UNIT 1	null	JACKSONVILLE	FL	32254	DUVAL	BW7710773	CHAIN PHARMACY	WINN DIXIE PHARMACY #1333	null	1550 GOVERNMENT STREET	null	MOBILE	AL	36604	MOBILE	S	9193	65162012010	HYDROCODONE	1.0	null	null	null	null	null	02122012	0.6054	100.0	4681	HYDROCODONE BIT./ACETA 10MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Winn Dixie Logistics	10.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW7503382	CHAIN PHARMACY	WALGREEN ARIZONA DRUG CO.	DBA: WALGREENS # 06428	15385 N DYSART ROAD	null	EL MIRAGE	AZ	85335	MARICOPA	S	9143	00591093201	OXYCODONE	7.0	null	null	120616447	null	null	05012012	6.2755	700.0	75552	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
RT0223874	DISTRIBUTOR	THRIFTY PAYLESS INC	null	DBA WOODLAND DISTRIBUTION CTR	1755 EAST BEAMER STREET	WOODLAND	CA	95776	YOLO	BT5248491	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5500	4037 BALL ROAD	null	CYPRESS	CA	90630	ORANGE	S	9193	00603388128	HYDROCODONE	1.0	null	null	null	null	null	12042012	1.5135	500.0	1100	HYDROCODONE.BIT. & ACETA  5MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Thrifty Payless Inc	5.0
PM0038693	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO,	7009 SOUTH 108 STREET	LA VISTA	NE	68128	SARPY	BM8357584	RETAIL PHARMACY	SUPERIOR PHARMACY	null	348 N CENTRAL AVENUE	null	SUPERIOR	NE	68978	NUCKOLLS	S	9143	59011041510	OXYCODONE	1.0	null	null	12X000050	null	null	05172012	1.34475	100.0	1205023813	OXYCONTIN 15MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	15.0
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	BR5296543	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #11430	205 SALISBURY AVENUE	null	ALBEMARLE	NC	28001	STANLY	S	9193	00603389121	HYDROCODONE	1.0	null	null	null	null	null	08232012	0.45405	100.0	39103	HYDROCODONE BITARTRATE/ACETA 7.5MG/3	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Rite Aid	7.5
RM0173055	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	400 DELRAN PARKWAY	DELRAN	NJ	8075	BURLINGTON	AR0590491	CHAIN PHARMACY	THRIFT DRUG, INC.	RITE AID #11173	2962 ST. LAWRENCE AVENUE	null	READING	PA	19606	BERKS	S	9143	00603499121	OXYCODONE	6.0	null	null	125756581	null	null	12142012	8.0685	600.0	1212041683	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	15.0
RM0173055	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	400 DELRAN PARKWAY	DELRAN	NJ	8075	BURLINGTON	FE1839591	RETAIL PHARMACY	E-Z PHARMACY	null	1701 COTTMAN AVE	null	PHILADELPHIA	PA	19111	PHILADELPHIA	S	9143	60951060270	OXYCODONE	6.0	null	null	12X000037	null	null	04142012	2.6895	600.0	1204073261	ENDOCET OXYCODO HCL5MG&AC TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	5.0
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5398626	CHAIN PHARMACY	WAL-MART PHARMACY 10-0189	null	2206 N BALTIMORE	null	KIRKSVILLE	MO	63501	ADAIR	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	null	03162012	0.45405	100.0	1203042348	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW1548760	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 07298	7815 S US HWY 17/92	null	FERN PARK	FL	32730	SEMINOLE	S	9143	00228287911	OXYCODONE	134.0	null	null	120506986	null	null	04122012	360.39300000000003	13400.0	126301	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
RM0173055	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	400 DELRAN PARKWAY	DELRAN	NJ	8075	BURLINGTON	FT1810034	RETAIL PHARMACY	TANG PHARMACY III	null	6801 RISING SUN AVE	null	PHILADELPHIA	PA	19111	PHILADELPHIA	S	9143	00228287811	OXYCODONE	2.0	null	null	12X000101	null	null	03302012	2.6895	200.0	1203009182	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15.0
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	BW7035226	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05508	6301 W PARK BLVD	null	PLANO	TX	75093	COLLIN	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	01272012	1.5135	500.0	20817	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RA0326276	DISTRIBUTOR	AMERISOURCEBERGEN DRUG	null	11200 NORTH CONGRESS AVENUE	null	KANSAS CITY	MO	64153	PLATTE	BH8752986	CHAIN PHARMACY	HY-VEE PHARMACY #2 (1261)	null	4545 SOUTH NOLAND RD	null	INDEPENDENCE	MO	64055	JACKSON	S	9193	00591050301	HYDROCODONE	1.0	null	null	null	null	null	08162012	0.6054	100.0	21546	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RA0289098	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1765 FREMONT DRIVE	null	SALT LAKE CITY	UT	84104	SALT LAKE	FF1623380	RETAIL PHARMACY	FRESH MARKET PHARMACY #2312	PHARMACY	560 W CENTER	null	PROVO	UT	84601	UTAH	S	9143	00406051201	OXYCODONE	3.0	null	null	12X500022	null	null	12102012	1.34475	300.0	4941	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	5.0
PM0023046	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	1900 SOUTH 4490 WEST	SALT LAKE CITY	UT	84104	SALT LAKE	FO0251859	RETAIL PHARMACY	ORCHARD DRUG	null	995 WASHINGTON ST S	null	TWIN FALLS	ID	83301	TWIN FALLS	S	9193	00406036505	HYDROCODONE	2.0	null	null	null	null	null	12072012	3.0269999999999997	1000.0	1212008174	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
PS0001723	DISTRIBUTOR	SMITH DRUG COMPANY	null	DIVISION JM SMITH CORP	9098 FAIRFOREST ROAD	SPARTANBURG	SC	29301	SPARTANBURG	AK3205324	RETAIL PHARMACY	KEL-SAVE DRUGS	KELSAVE DRUGS	38 EAST MAIN STREET	null	SYLVA	NC	28779	JACKSON	S	9143	00406052301	OXYCODONE	12.0	null	null	12X100038	null	null	08232012	10.758	1200.0	1208031729	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Smith Drug Company	10.0
RW0216449	DISTRIBUTOR	CARDINAL HEALTH	null	27680 AVENUE MENTRY	null	VALENCIA	CA	91355	LOS ANGELES	BM7185893	RETAIL PHARMACY	MEDICAL CENTER PHARMACY	MEDICAL CENTER PHARMACY	855 THIRD AVENUE	SUITE 1102	CHULA VISTA	CA	91911	SAN DIEGO	S	9143	00591082401	OXYCODONE	1.0	null	null	12XCO0009	null	null	01202012	0.672375	100.0	1201026224	OXYCODONE.HCL/APAP TABLETS, 7.5MG/50	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
RW0236009	DISTRIBUTOR	CARDINAL HEALTH	null	3238 DWIGHT RD	null	ELK GROVE	CA	95758	SACRAMENTO	FS1660910	RETAIL PHARMACY	SYCAMORE WEST PHARMACY	null	452 NORTH WIGET LANE	null	WALNUT CREEK	CA	94598	CONTRA COSTA	S	9193	00591085305	HYDROCODONE	2.0	null	null	null	null	null	05222012	6.053999999999999	1000.0	1205037612	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PM0030849	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	38220 PLYMOUTH RD	LIVONIA	MI	48150	WAYNE	FC2952148	RETAIL PHARMACY	CHEMVILLE PHARMACY, INC	null	22100 W 10 MILE RD	null	SOUTHFIELD	MI	48033	OAKLAND	S	9143	00228287911	OXYCODONE	8.0	null	null	12X000068	null	null	11082012	21.516	800.0	1211005951	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	30.0
RM0220688	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3000 KENSKILL AVE	WASHINGTON CT HOUSE	OH	43160	FAYETTE	FB1815933	RETAIL PHARMACY	BEREA DRUG INC.	null	402 RICHMOND RD.	SUITE A	BEREA	KY	40403	MADISON	S	9143	00228287911	OXYCODONE	3.0	null	null	12X000209	null	null	08072012	8.0685	300.0	1208006158	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	30.0
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BW7944742	CHAIN PHARMACY	WAL-MART PHARMACY 10-3243	null	4524 CHALLENGER AVENUE	null	ROANOKE	VA	24012	ROANOKE CITY	S	9193	00591038801	HYDROCODONE	1.0	null	null	null	null	null	04252012	0.15135	100.0	1204027969	HYDROCODONE BITARTARATE.2.5MG & ACET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	2.5
